file_path,transcription
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry011_spk001.wav,Nanung peka buri mung gagawan neng bisa kang mag-relax kaybat na ning makaba at mapagal a aldo?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry012_spk001.wav,Ninu ing taung memyeng marakal a inspirasyun king kekang bie?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry013_spk001.wav,Kapilan ka megumpisang tinukup gitara ampon makananu kalwat bayu ka mebyasa?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry014_spk001.wav,"Para keka, bakit dakal la reng tau a magkasakit sasamasan ing karelang oras?"
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry015_spk001.wav,Makananu ka karalas mamunduk ampong nokarin ya ing pekaburi mung dadalanan?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry016_spk001.wav,Nanung pelikula ing arekomenda mu a masayang alben king bengi?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry017_spk001.wav,Ninu ing taung tauli mung pakisabyan bayu ka matudtud nabengi?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry018_spk001.wav,Nanu la reng bage a magpasikan keka ban akabyusan mu la reng masasakit a aldo?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry019_spk001.wav,Nokarin ku kaya manakit pekamalapit a botika a makabuklat pa king oras ayni?
data/Cleaned_Audio_Files/(001) Dhanezielle/cat09_entry020_spk001.wav,Kapilan ka tauling sinubuk bayung bage?
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry001_spk002.wav,Masala at mapali ing aldo ngeni. Perpektu para keng pamagbisikleta o piknik.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry002_spk002.wav,"Wa, masanting ing panaun ban lumwal at magsaya."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry003_spk002.wav,Maralas kung magdalang payung nung mauran ing panaun uling ing biglang uran karaniwan ya mu keng lugar mi.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry004_spk002.wav,"Neng masikan ing uran, manatili kami mu kilub at manalbe kareng patak ning uran keng bubungan."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry005_spk002.wav,"Masikan ing angin nabengi, mesira la ding mapilan a sanga ning dutung!"
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry006_spk002.wav,Kekami rin! Deng bulung atyu la keng dalan.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry007_spk002.wav,"Neng panaun ning kaleldo, ing dikut maging kayumanggi la ampo ing egana-gana maalikabuk la."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry008_spk002.wav,"Wa, anyang ditak mu ing uran, adyang ing gabun lupa yang mapagal."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry009_spk002.wav,"Napun, ating bagyu. Atin masikan a duldul ampo kildap keng mabilug a bengi."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry010_spk002.wav,Balu ku! Ing banua makatakut ya pero metung yang bage a makapagmulala.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry011_spk002.wav,Buri ku nung makananu yang mas marimla ing angin balang abak.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry012_spk002.wav,"Lakwas na nung e pa matas ing aldo, presku ya."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry013_spk002.wav,"King bale, magrecycle kaming bote ampong papel ban makasaup king kapaligiran."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry014_spk002.wav,I kami man. Deng mangalating bage atin lang maragul a epektu.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry015_spk002.wav,"Deng tau keni mananam lang dutung neng Labor Day, makasaup ya keng climate change."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry016_spk002.wav,"Masanting yan. Ing dutung mamiye lang salilungan, a kailangan tamu tagana."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry017_spk002.wav,Ing polusyun ibat kareng saken ampo pabrika kakatmuan ne ing angin ning makapinsalang gas.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry018_spk002.wav,Mas malala ya kareng mangaragul a balen. Mas masakit mangisnawa minsan.
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry019_spk002.wav,"Malagad mu ing mamayun keni, pero magsane kaming safety drills."
data/Cleaned_Audio_Files/(002) Trishelle/cat04_entry020_spk002.wav,Maralas kaming mamulut basura ban makasaup keng pamaglingap keng kapaligiran.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry001_spk002.wav,"Balang abak, mamangan kung nasi, pritung ebun, ampo mapaling tsokolati para keng almusal."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry002_spk002.wav,"King pagtuan, maralas kung magdalang bakal ibat king bale kalupa ning arobu ampong gule."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry003_spk002.wav,Aku rin. I ima ku parati yang magsadiang bakal para kaku.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry004_spk002.wav,"Balang Byernis, ing pamilya ku mamangan kami king paboritu ming pipanganan para makapag-paynawa kayari ni makabang paruminggu."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry005_spk002.wav,"Masaya ya ita. Makanyan mu naman ing gagawan mi, lalu na nung maging stressful ing obra."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry006_spk002.wav,"Kareng espesyal a okasyun, maglutu kaming lechon, pancit, ampong kare-kare."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry007_spk002.wav,"Misan, susubukan ku la deng bayung recipe kalupa ning pasta ampo sushi. Masaya ing mag experiment."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry008_spk002.wav,Gagawan ku naman ita. Bayu ku pa mu abalu nung makananu yang gawan ing ramen.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry009_spk002.wav,"At potang lulwal kami neng gatpanapun, pane kung pupunta kareng street food kalupa ning fish balls, kwek-kwek, o isaw."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry010_spk002.wav,"Aku man. Mura la, manyaman la, at magpaganaka la kaku keng high school."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry011_spk002.wav,Tiru na kung ma ku nung makananu maglutung sigang. Buri kung kakanan iti neng mauran.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry012_spk002.wav,Alang maka agwanta keng pali ning silyo ning sigang potang makulimlim ya ing kilwal.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry013_spk002.wav,Maralas kaming magnipun prutas kalupa da reng mangga ampo sagin anting pagmayumu.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry014_spk002.wav,"Wa, mag stock kami naman. Metung yang masustansyang alternatibu."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry015_spk002.wav,"Neng sabadu-duminggu, aku ampo reng kapatad ku maglutu kaming cookies ampo cakes. Manyaman ing bawu ning bale."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry016_spk002.wav,"Keng bale mi, maralas kaming maglutu brownies ampo kakanan mi lang bayu ibat keng oven."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry017_spk002.wav,Miminum kung dakal a danum aldo-aldo ban manatili kung masikan.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry018_spk002.wav,Mayap a gawi yan! Susubukan ku naman pangilagan ing soft drinks.
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry019_spk002.wav,"Maralas kaming pupunta palengki para kareng sagiwang gule, karni, ampo seafood."
data/Cleaned_Audio_Files/(002) Trishelle/cat05_entry020_spk002.wav,I kami mu rin. Ala nang masanting pa kareng sagiwang sangkap neng maglutu.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry001_spk002.wav,"Balang abak, sake kung dyip papunta eskwela. Parati kung mamako maranun ban pangilagan ing traffic."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry002_spk002.wav,Diyang aku. Mebyasa kung mako mas maranun o mitauli ku.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry003_spk002.wav,"Megplanu kami keng bakasyon ning pamilya mi anyang milabas a bulan, meg-book kaming flights ampo hotel maranun."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry004_spk002.wav,Mayap yan! Gewa mi ya naman ita keng milabas a summer. Mekaligtas kami keng dakal a stress.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry005_spk002.wav,Maralas maglakad ku mu papunta keng grocery. Mas mura ya kesa keng magmaneho.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry006_spk002.wav,Oyta ing gagawan ku potang e ku mamalagwa. Masanting mu naman para keng kapaligiran.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry007_spk002.wav,"Neng mauran, i tatang ku ing magdala kanaku keng eskwela uling matalusad la reng dalan"
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry008_spk002.wav,Ing kanakung tatang gagawan na naman ita. Ing pamagkomyut nung e masanting ing panaun neng misan delikadu ya.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry009_spk002.wav,"Nung munta kami kareng aliwang balen, maralas kaming sasake keng tren. Mabilis ya at atin yang masanting a babatyawan."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry010_spk002.wav,Diyang aku. Buri kung lalawen ing marangle keng awang.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry011_spk002.wav,Magbisikleta ku keng baryu mi. Masaya yang aktibidad at makasaup ya kanaku ban maging aktibo.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry012_spk002.wav,Buri ku naman ing magbisikleta. Iti ing magpakimut kanaku kabang gagawan ku ing bage-bage.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry013_spk002.wav,Maralas kaming maka seatbelt keng saken ampo helmet keng motor.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry014_spk002.wav,"Ing kaligtasan mumuna, parati. Agyang makuyad a pamaglakbe malyari yang maging mapanganib."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry015_spk002.wav,"Ing pamanyulagpo masaya ya, lalu na keng mumunang besis. Ing pamag batyo keng awang makapagmulala ya."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry016_spk002.wav,Wa! Makalawe ku mu keng awang inyang mumunang besis kung sinulapo.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry017_spk002.wav,Magagamit la reng tricycle keng pamaglakbe kareng malapit a lugar.
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry018_spk002.wav,"Wa, lalu na kareng lugal a limitadu ing transportasyun."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry019_spk002.wav,"Neng bengi, mabagal kaming magmaneho, makabuklat la reng sulu mi, at manatili kaming alertu."
data/Cleaned_Audio_Files/(002) Trishelle/cat06_entry020_spk002.wav,Mas masanting ing ligtas kesa keng magsisi. Ing pamagmaneho neng bengi malyari yang maging masakit.
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry001_spk003.wav,Atyu naka keng mall?
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry002_spk003.wav,"Ali pa, maglakad ku ibat  keng bus stop ngeni."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry003_spk003.wav,Sanung pasbul ing gagamitan mu?
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry004_spk003.wav,"Ita keng malapit food court, mas malapit ya."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry005_spk003.wav,"Sige, panenayan daka keng escalator."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry006_spk003.wav,Ibat ka keng bandang pangulu o bandang mauli?
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry007_spk003.wav,"Ibat ku keng mauli, malala ya ing trapik."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry008_spk003.wav,Akikit me ing fountain keng libutad?
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry009_spk003.wav,"Wa, limpasan ku ne ngeni."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry010_spk003.wav,"Likoru ka king wanan kaybat ning fountain, atyu ya ing escalator karin."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry011_spk003.wav,"Ikwa ku ne, mukyat naku kanyan."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry012_spk003.wav,Atsu na ka pin keng kadwang palapag?
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry013_spk003.wav,"Wa, makatuknang ku malapit keng bookstore."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry014_spk003.wav,"Sige, lumakad naku papunta ken."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry015_spk003.wav,Akikit mu kung menibat keng kayli?
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry016_spk003.wav,"Ali pa, lalawen kula reng tau."
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry017_spk003.wav,Pepepe ku ngeni ban akakit mu ku.
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry018_spk003.wav,Ayta pala ika! Lumapit naku.
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry019_spk003.wav,Lumakad tamu diretsu keng food court.
data/Cleaned_Audio_Files/(003) Shiela/cat10_entry020_spk003.wav,Atyu ya mu keng wanan.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry001_spk003.wav,Malyari meng pakidwag kanaku ing charger keng lamesa? Kaylangan keng i-charge ing selpon ku ngeni.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry002_spk003.wav,"O sige, oini na. Pakisabi mu namu kaku nung atin ka pang kailangan."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry003_spk003.wav,"E me kakalingwang isara ing pasbul kalako mu, lalu na nung alang tau keng bale."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry004_spk003.wav,"Uwa, siguraduan kung maka sara ya, salamat keng paganaka"
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry005_spk003.wav,Malyari mukung sopan ipanik deng bag areni? Milalu la kasi mabayat para kanaku.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry006_spk003.wav,Alang problema. Ibwat ko deng aliwa ban mas maligwa keka.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry007_spk003.wav,Malyari meng i-email ing report kanaku bayu miras alas singku? Bantang a-review ke pa bayu ing pulung.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry008_spk003.wav,"Awa sige, ibie ke keka bayu ita. Sana makasaup ya keka king pulung."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry009_spk003.wav,"Panayan muku keng arap, kwanan kemu ing jacket ku kayi lumwal nku."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry010_spk003.wav,"E ka mamaligwa, panenayan daka keni"
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry011_spk003.wav,Malyari meng palino pasibayu ing sinabi mu? Ali ke kasi ikwa nung nanung buri mung sabyan.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry012_spk003.wav,O sige. Sabyan keng mas malino keka ngeni
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry013_spk003.wav,Tuknang kapa mag-scroll tsaka ka makiramdam. Atin kung sabyang maulaga.
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry014_spk003.wav,"Ay, panupaya.  Makiramdam naku, nanu ya ing sabyan mu?"
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry015_spk003.wav,"Malyaring bagalan me ing pamagasalita mu ban antindyan daka, ali ke mumunang lengguwahe ing Inglis."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry016_spk003.wav,"Ah, uwa.. Bagalan kuna. Pasensya naka ne."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry017_spk003.wav,"Paganaka mu kanaku a tugtugan ko deng tanaman bukas abak, pota langi no naman."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry018_spk003.wav,Alang problema. Mumunang sabyan ku keka ita kinabukasan
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry019_spk003.wav,"Sabyan mu ing tutu kanaku, mas buri kung damdaman direkta ing tutu."
data/Cleaned_Audio_Files/(003) Shiela/cat11_entry020_spk003.wav,"Respetwan ku ita, ala kung sasalikut keka."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry001_spk003.wav,Pasalamat ku king dakal a suportang tinggap ku kabang daralan kung masakit a panaun.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry002_spk003.wav,"Inarap meng masalese, akakit ke."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry003_spk003.wav,"Ing pelikulang ayta, e ke asahan, ginaga ku pin."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry004_spk003.wav,"Yaku man, lakwas yang malungkut pala ita keng asahan ku."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry005_spk003.wav,Mabubusit ku ustung deng aliwang tau e la makiramdam bayu la salangsang.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry006_spk003.wav,"Ayntindyan daka, dakal bisang magsalita pero ditak la mu ding bisang makiramdam."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry007_spk003.wav,Neng ka sigasig keng pamanyaup keng kapaligiran.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry008_spk003.wav,Tatalangan ke ing dedikasyun na.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry009_spk003.wav,"Kakarug ku bayu ing interbyu, oneng masalese neman"
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry010_spk003.wav,Ikit mo? Mas preparadu ka kesa keng inisip mu.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry011_spk003.wav,Mababalisa ku tagana kareng mataung lugal.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry012_spk003.wav,"Nung makanyan, magdatun tamu keng lugar a taimik, nung makasaup ita."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry013_spk003.wav,Pagmaragul ku nung makananu kalawut ing disan mu.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry014_spk003.wav,"Dakal a salamat, dakal yang  kabaldugan neng ibat ya keka."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry015_spk003.wav,Mebigla ku keng balita. Mengaylangan kung oras ban i prosesu ita
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry016_spk003.wav,"Kwanan mu ngan ing oras a kaylangan mu, ing pagprosesu mangaylangan ya namang oras."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry017_spk003.wav,Lupa yang buysit oneng e ya bisang makisabi.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry018_spk003.wav,"Siguru, kaylangan na pang magdili-dili."
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry019_spk003.wav,Isip ku balang metung dapat atin la pang pangadwang tsansa.
data/Cleaned_Audio_Files/(003) Shiela/cat12_entry020_spk003.wav,"Tutu, magbayu la deng tau, ampon mangalilangan yang oras ban sumulung."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry001_spk004.wav,Atyu naka keng mall?
data/Cleaned_Audio_Files/(004) Andre/cat10_entry002_spk004.wav,"Ali pa, maglakad ku ibat  keng bus stop ngeni."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry003_spk004.wav,Sanung pasbul ing gagamitan mu?
data/Cleaned_Audio_Files/(004) Andre/cat10_entry004_spk004.wav,"Ita keng malapit food court, mas malapit ya."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry005_spk004.wav,"Sige, panenayan daka keng escalator."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry006_spk004.wav,Ibat ka keng bandang pangulu o bandang mauli?
data/Cleaned_Audio_Files/(004) Andre/cat10_entry007_spk004.wav,"Ibat ku keng mauli, malala ya ing trapik."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry008_spk004.wav,Akikit me ing fountain keng libutad?
data/Cleaned_Audio_Files/(004) Andre/cat10_entry009_spk004.wav,"Wa, limpasan ku ne ngeni."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry010_spk004.wav,"Likoru ka king wanan kaybat ning fountain, atyu ya ing escalator karin."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry011_spk004.wav,"Ikwa ku ne, mukyat naku kanyan."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry012_spk004.wav,Atsu na ka pin keng kadwang palapag?
data/Cleaned_Audio_Files/(004) Andre/cat10_entry013_spk004.wav,"Wa, makatuknang ku malapit keng bookstore."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry014_spk004.wav,"Sige, lumakad naku papunta ken."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry015_spk004.wav,Akikit mu kung menibat keng kayli?
data/Cleaned_Audio_Files/(004) Andre/cat10_entry016_spk004.wav,"Ali pa, lalawen kula reng tau."
data/Cleaned_Audio_Files/(004) Andre/cat10_entry017_spk004.wav,Pepepe ku ngeni ban akakit mu ku.
data/Cleaned_Audio_Files/(004) Andre/cat10_entry018_spk004.wav,Ayta pala ika! Lumapit naku.
data/Cleaned_Audio_Files/(004) Andre/cat10_entry019_spk004.wav,Lumakad tamu diretsu keng food court.
data/Cleaned_Audio_Files/(004) Andre/cat10_entry020_spk004.wav,Atyu ya mu keng wanan.
