file_path,transcription
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry014_spk002.m4a,I kami man. Deng mangalating bage atin lang maragul a epektu.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry015_spk002.m4a,"Deng tau keni mananam lang dutung neng Labor Day, makasaup ya keng climate change."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry016_spk002.m4a,"Masanting yan. Ing dutung mamiye lang salilungan, a kailangan tamu tagana."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry017_spk002.m4a,Ing polusyun ibat kareng saken ampo pabrika kakatmuan ne ing angin ning makapinsalang gas.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry018_spk002.m4a,Mas malala ya kareng mangaragul a balen. Mas masakit mangisnawa minsan.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry019_spk002.m4a,"Malagad mu ing mamayun keni, pero magsane kaming safety drills."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat04_entry020_spk002.m4a,Maralas kaming mamulut basura ban makasaup keng pamaglingap keng kapaligiran.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry001_spk002.m4a,"Balang abak, mamangan kung nasi, pritung ebun, ampo mapaling tsokolati para keng almusal."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry002_spk002.m4a,"King pagtuan, maralas kung magdalang bakal ibat king bale kalupa ning arobu ampong gule."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry003_spk002.m4a,Aku rin. I ima ku parati yang magsadiang bakal para kaku.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry004_spk002.m4a,"Balang Byernis, ing pamilya ku mamangan kami king paboritu ming pipanganan para makapag-paynawa kayari ni makabang paruminggu."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry005_spk002.m4a,"Masaya ya ita. Makanyan mu naman ing gagawan mi, lalu na nung maging stressful ing obra."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry006_spk002.m4a,"Kareng espesyal a okasyun, maglutu kaming lechon, pancit, ampong kare-kare."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry007_spk002.m4a,"Misan, susubukan ku la deng bayung recipe kalupa ning pasta ampo sushi. Masaya ing mag experiment."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry008_spk002.m4a,Gagawan ku naman ita. Bayu ku pa mu abalu nung makananu yang gawan ing ramen.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry009_spk002.m4a,"At potang lulwal kami neng gatpanapun, pane kung pupunta kareng street food kalupa ning fish balls, kwek-kwek, o isaw."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry010_spk002.m4a,"Aku man. Mura la, manyaman la, at magpaganaka la kaku keng high school."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry011_spk002.m4a,Tiru na kung ma ku nung makananu maglutung sigang. Buri kung kakanan iti neng mauran.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry012_spk002.m4a,Alang maka agwanta keng pali ning silyo ning sigang potang makulimlim ya ing kilwal.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry013_spk002.m4a,Maralas kaming magnipun prutas kalupa da reng mangga ampo sagin anting pagmayumu.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry014_spk002.m4a,"Wa, mag stock kami naman. Metung yang masustansyang alternatibu."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry015_spk002.m4a,"Neng sabadu-duminggu, aku ampo reng kapatad ku maglutu kaming cookies ampo cakes. Manyaman ing bawu ning bale."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry016_spk002.m4a,"Keng bale mi, maralas kaming maglutu brownies ampo kakanan mi lang bayu ibat keng oven."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry017_spk002.m4a,Miminum kung dakal a danum aldo-aldo ban manatili kung masikan.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry018_spk002.m4a,Mayap a gawi yan! Susubukan ku naman pangilagan ing soft drinks.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry019_spk002.m4a,"Maralas kaming pupunta palengki para kareng sagiwang gule, karni, ampo seafood."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat05_entry020_spk002.m4a,I kami mu rin. Ala nang masanting pa kareng sagiwang sangkap neng maglutu.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry001_spk002.m4a,"Balang abak, sake kung dyip papunta eskwela. Parati kung mamako maranun ban pangilagan ing traffic."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry002_spk002.m4a,Diyang aku. Mebyasa kung mako mas maranun o mitauli ku.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry003_spk002.m4a,"Megplanu kami keng bakasyon ning pamilya mi anyang milabas a bulan, meg-book kaming flights ampo hotel maranun."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry004_spk002.m4a,Mayap yan! Gewa mi ya naman ita keng milabas a summer. Mekaligtas kami keng dakal a stress.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry005_spk002.m4a,Maralas maglakad ku mu papunta keng grocery. Mas mura ya kesa keng magmaneho.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry006_spk002.m4a,Oyta ing gagawan ku potang e ku mamalagwa. Masanting mu naman para keng kapaligiran.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry007_spk002.m4a,"Neng mauran, i tatang ku ing magdala kanaku keng eskwela uling matalusad la reng dalan"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry008_spk002.m4a,Ing kanakung tatang gagawan na naman ita. Ing pamagkomyut nung e masanting ing panaun neng misan delikadu ya.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry009_spk002.m4a,"Nung munta kami kareng aliwang balen, maralas kaming sasake keng tren. Mabilis ya at atin yang masanting a babatyawan."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry010_spk002.m4a,Diyang aku. Buri kung lalawen ing marangle keng awang.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry011_spk002.m4a,Magbisikleta ku keng baryu mi. Masaya yang aktibidad at makasaup ya kanaku ban maging aktibo.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry012_spk002.m4a,Buri ku naman ing magbisikleta. Iti ing magpakimut kanaku kabang gagawan ku ing bage-bage.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry013_spk002.m4a,Maralas kaming maka seatbelt keng saken ampo helmet keng motor.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry014_spk002.m4a,"Ing kaligtasan mumuna, parati. Agyang makuyad a pamaglakbe malyari yang maging mapanganib."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry015_spk002.m4a,"Ing pamanyulagpo masaya ya, lalu na keng mumunang besis. Ing pamag batyo keng awang makapagmulala ya."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry016_spk002.m4a,Wa! Makalawe ku mu keng awang inyang mumunang besis kung sinulapo.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry017_spk002.m4a,Magagamit la reng tricycle keng pamaglakbe kareng malapit a lugar.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry018_spk002.m4a,"Wa, lalu na kareng lugal a limitadu ing transportasyun."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry019_spk002.m4a,"Neng bengi, mabagal kaming magmaneho, makabuklat la reng sulu mi, at manatili kaming alertu."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(002) Trishelle\cat06_entry020_spk002.m4a,Mas masanting ing ligtas kesa keng magsisi. Ing pamagmaneho neng bengi malyari yang maging masakit.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry001_spk004.m4a,Atyu naka keng mall?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry002_spk004.m4a,"Ali pa, maglakad ku ibat  keng bus stop ngeni."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry003_spk004.m4a,Sanung pasbul ing gagamitan mu?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry004_spk004.m4a,"Ita keng malapit food court, mas malapit ya."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry005_spk004.m4a,"Sige, panenayan daka keng escalator."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry006_spk004.m4a,Ibat ka keng bandang pangulu o bandang mauli?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry007_spk004.m4a,"Ibat ku keng mauli, malala ya ing trapik."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry008_spk004.m4a,Akikit me ing fountain keng libutad?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry009_spk004.m4a,"Wa, limpasan ku ne ngeni."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry010_spk004.m4a,"Likoru ka king wanan kaybat ning fountain, atyu ya ing escalator karin."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry011_spk004.m4a,"Ikwa ku ne, mukyat naku kanyan."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry012_spk004.m4a,Atsu na ka pin keng kadwang palapag?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry013_spk004.m4a,"Wa, makatuknang ku malapit keng bookstore."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry014_spk004.m4a,"Sige, lumakad naku papunta ken."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry015_spk004.m4a,Akikit mu kung menibat keng kayli?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry016_spk004.m4a,"Ali pa, lalawen kula reng tau."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry017_spk004.m4a,Pepepe ku ngeni ban akakit mu ku.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry018_spk004.m4a,Ayta pala ika! Lumapit naku.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry019_spk004.m4a,Lumakad tamu diretsu keng food court.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat10_entry020_spk004.m4a,Atyu ya mu keng wanan.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry001_spk004.m4a,Malyari meng pakidwag kanaku ing charger keng lamesa? Kaylangan keng i-charge ing selpon ku ngeni.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry002_spk004.m4a,"O sige, oini na. Pakisabi mu namu kaku nung atin ka pang kailangan."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry003_spk004.m4a,"E me kakalingwang isara ing pasbul kalako mu, lalu na nung alang tau keng bale."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry004_spk004.m4a,"Uwa, siguraduan kung maka sara ya, salamat keng paganaka"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry005_spk004.m4a,Malyari mukung sopan ipanik deng bag areni? Milalu la kasi mabayat para kanaku.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry006_spk004.m4a,Alang problema. Ibwat ko deng aliwa ban mas maligwa keka.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry007_spk004.m4a,Malyari meng i-email ing report kanaku bayu miras alas singku? Bantang a-review ke pa bayu ing pulung.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry008_spk004.m4a,"Awa sige, ibie ke keka bayu ita. Sana makasaup ya keka king pulung."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry009_spk004.m4a,"Panayan muku keng arap, kwanan kemu ing jacket ku kayi lumwal nku."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry010_spk004.m4a,"E ka mamaligwa, panenayan daka keni"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry011_spk004.m4a,Malyari meng palino pasibayu ing sinabi mu? Ali ke kasi ikwa nung nanung buri mung sabyan.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry012_spk004.m4a,O sige. Sabyan keng mas malino keka ngeni
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry013_spk004.m4a,Tuknang kapa mag-scroll tsaka ka makiramdam. Atin kung sabyang maulaga.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry014_spk004.m4a,"Ay, panupaya.  Makiramdam naku, nanu ya ing sabyan mu?"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry015_spk004.m4a,"Malyaring bagalan me ing pamagasalita mu ban antindyan daka, ali ke mumunang lengguwahe ing Inglis."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry016_spk004.m4a,"Ah, uwa.. Bagalan kuna. Pasensya naka ne."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry017_spk004.m4a,"Paganaka mu kanaku a tugtugan ko deng tanaman bukas abak, pota langi no naman."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry018_spk004.m4a,Alang problema. Mumunang sabyan ku keka ita kinabukasan
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry019_spk004.m4a,"Sabyan mu ing tutu kanaku, mas buri kung damdaman direkta ing tutu."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat11_entry020_spk004.m4a,"Respetwan ku ita, ala kung sasalikut keka."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry001_spk004.m4a,Pasalamat ku king dakal a suportang tinggap ku kabang daralan kung masakit a panaun.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry002_spk004.m4a,"Inarap meng masalese, akakit ke."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry003_spk004.m4a,"Ing pelikulang ayta, e ke asahan, ginaga ku pin."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry004_spk004.m4a,"Yaku man, lakwas yang malungkut pala ita keng asahan ku."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry005_spk004.m4a,Mabubusit ku ustung deng aliwang tau e la makiramdam bayu la salangsang.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry006_spk004.m4a,"Ayntindyan daka, dakal bisang magsalita pero ditak la mu ding bisang makiramdam."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry007_spk004.m4a,Neng ka sigasig keng pamanyaup keng kapaligiran.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry008_spk004.m4a,Tatalangan ke ing dedikasyun na.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry009_spk004.m4a,"Kakarug ku bayu ing interbyu, oneng masalese neman"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry010_spk004.m4a,Ikit mo? Mas preparadu ka kesa keng inisip mu.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry011_spk004.m4a,Mababalisa ku tagana kareng mataung lugal.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry012_spk004.m4a,"Nung makanyan, magdatun tamu keng lugar a taimik, nung makasaup ita."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry013_spk004.m4a,Pagmaragul ku nung makananu kalawut ing disan mu.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry014_spk004.m4a,"Dakal a salamat, dakal yang  kabaldugan neng ibat ya keka."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry015_spk004.m4a,Mebigla ku keng balita. Mengaylangan kung oras ban i prosesu ita
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry016_spk004.m4a,"Kwanan mu ngan ing oras a kaylangan mu, ing pagprosesu mangaylangan ya namang oras."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry017_spk004.m4a,Lupa yang buysit oneng e ya bisang makisabi.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry018_spk004.m4a,"Siguru, kaylangan na pang magdili-dili."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry019_spk004.m4a,Isip ku balang metung dapat atin la pang pangadwang tsansa.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(004) Andre\cat12_entry020_spk004.m4a,"Tutu, magbayu la deng tau, ampon mangalilangan yang oras ban sumulung."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry001_spk015.m4a,Inalben ke ing pamag albug naning aldo keng gulut na ning bunduk
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry002_spk015.m4a,Kasanting daramdaman. Sana ikit ke mu naman.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry003_spk015.m4a,Mabagal kung linakad pasibayu keng kwartung letratuan. Balang pinta balamu metung yang istorya
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry004_spk015.m4a,Buri ke istung magsalita ya ing sining nang anti ita.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry005_spk015.m4a,"Lupa yang abandunadu ing baleng ayta, atin neng tanaman keng pader, alikabuk gyang nokarin"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry006_spk015.m4a,Balamu mekalingwan yang pilang banwa
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry007_spk015.m4a,"Kala-kalake ka keng basung ayan,i bat yapa kang apu ku iyan."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry008_spk015.m4a,E ka mikakunu. Tatalnan keng masalese.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry009_spk015.m4a,Ikit ko deng lumang letratrung akalingwan kuna.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry010_spk015.m4a,Makananu kalalam naka tiran ning memorya.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry011_spk015.m4a,"Inyang dinatang ne ing uran, tinikdo kumu keta."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry012_spk015.m4a,"Ing bawu na ning uran, parati nakung babalik keng kakung kayanakan."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry013_spk015.m4a,"Asna kasikan ing boses na, kabang babasan ne ing sulat."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry014_spk015.m4a,Mabayat siguru ing panamdaman na nita.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry015_spk015.m4a,"Masalusu kung milayi, ditak namu e dana agyu deng bitis ku."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry016_spk015.m4a,"Kayi ali ka tinuknang, sikan ning lub ita."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry017_spk015.m4a,"Anyang magkanta ya, ya mu ing ikit naning mata ku."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry018_spk015.m4a,Apin yan tutung panamdaman ning tutung prisensya.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry019_spk015.m4a,"Atyu ku king gilid na ning entabladu, mag nerbyus oneng makasadya ku"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat13_entry020_spk015.m4a,Oneng tinakbang kapa mu rin payarap.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry001_spk015.m4a,"Kakagising ku pa, mengan na ka?"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry002_spk015.m4a,"Isipan kung lakton ngeni, bisa ka?"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry003_spk015.m4a,"Ala ku man gewa pepatingapun, ika tin ka?"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry004_spk015.m4a,Atin kung ikit a megpaganaka kanaku keka.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry005_spk015.m4a,Bisa kung lumwal. Ika bisa ka naman lumwal?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry006_spk015.m4a,Akalingwan ke ing buri kung sabyan ku keka.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry007_spk015.m4a,"Nakung katamad ngeni, ika man?"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry008_spk015.m4a,"Yaku man, sasambut ya ing pagkeran ku."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry009_spk015.m4a,Meglutu ku ngeni… ali ya masalese ing keyaryan.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry010_spk015.m4a,Nang milyari? Dilukan me?
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry011_spk015.m4a,Paninintunan ku ing maki talamitam keka.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry012_spk015.m4a,"Yaku man, gawan taya yan keng misan."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry013_spk015.m4a,Buri ku ing anti ining aldo.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry014_spk015.m4a,Matahimik ampon simpli.
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry015_spk015.m4a,"Ali ku mipapatudtud kerakalan, ika man?"
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry016_spk015.m4a,"Yaku man, asne sigla ing utak ku."
D:\Github\Project\Pamagsalin_Model_Training\data\Audio_Files\(015)  Angelica\cat14_entry017_spk015.m4a,"Manalbe kung pelikula ngeni, nanung alben mu ngeni?"
